"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
World,2209603,28295.0,148759.0,3288.0,558759.0,1502085,56484.0,283.0,19.1,,
USA,680541,2971.0,34723.0,106.0,58066.0,587752,13369.0,2056.0,105.0,3420322.0,10333.0
Spain,184948,,19315.0,,74797.0,90836,7371.0,3956.0,413.0,930230.0,19896.0
Italy,168941,,22170.0,,40164.0,106607,2936.0,2794.0,367.0,1178403.0,19490.0
France,165027,,17920.0,,32812.0,114295,6248.0,2528.0,275.0,333807.0,5114.0
Germany,138369,671.0,4105.0,53.0,81800.0,52464,4288.0,1651.0,49.0,1728357.0,20629.0
UK,108692,5599.0,14576.0,847.0,,93772,1559.0,1601.0,215.0,438991.0,6467.0
Iran,79494,1499.0,4958.0,89.0,54064.0,20472,3563.0,946.0,59.0,319879.0,3808.0
Turkey,74193,,1643.0,,7089.0,65461,1854.0,880.0,19.0,518143.0,6144.0
Belgium,36138,1329.0,5163.0,306.0,7961.0,23014,1140.0,3118.0,445.0,139387.0,12027.0
Russia,32008,4070.0,273.0,41.0,2590.0,29145,8.0,219.0,2.0,1718019.0,11773.0
Brazil,30891,208.0,1952.0,5.0,14026.0,14913,6634.0,145.0,9.0,62985.0,296.0
Netherlands,30449,1235.0,3459.0,144.0,250.0,26740,1279.0,1777.0,202.0,154911.0,9041.0
Canada,30106,,1195.0,,9729.0,19182,557.0,798.0,32.0,487625.0,12920.0
Switzerland,27078,346.0,1318.0,37.0,15900.0,9860,386.0,3129.0,152.0,206400.0,23849.0
Portugal,19022,181.0,657.0,28.0,519.0,17846,222.0,1866.0,64.0,221049.0,21678.0
Austria,14553,77.0,410.0,,9704.0,4439,227.0,1616.0,46.0,169272.0,18795.0
India,13835,405.0,452.0,4.0,1777.0,11606,,10.0,0.3,302956.0,220.0
Ireland,13271,,486.0,,77.0,12708,156.0,2688.0,98.0,90646.0,18358.0
Sweden,13216,676.0,1400.0,67.0,550.0,11266,482.0,1309.0,139.0,74600.0,7387.0
Israel,12855,97.0,148.0,6.0,2967.0,9740,182.0,1485.0,17.0,187250.0,21634.0
Peru,12491,,274.0,,6120.0,6097,169.0,379.0,8.0,121468.0,3684.0
S. Korea,10635,22.0,230.0,1.0,7829.0,2576,55.0,207.0,4.0,546463.0,10659.0
Chile,9252,445.0,116.0,11.0,3299.0,5837,384.0,484.0,6.0,103873.0,5434.0
Japan,9231,,190.0,,935.0,8106,193.0,73.0,2.0,100703.0,796.0
Ecuador,8225,,403.0,,838.0,6984,168.0,466.0,23.0,27868.0,1580.0
Poland,8214,296.0,318.0,4.0,866.0,7030,160.0,217.0,8.0,179654.0,4747.0
Romania,8067,360.0,411.0,19.0,1508.0,6148,258.0,419.0,21.0,85805.0,4460.0
Saudi Arabia,7142,762.0,87.0,4.0,1049.0,6006,74.0,205.0,2.0,150000.0,4309.0
Denmark,7073,194.0,336.0,15.0,3389.0,3348,93.0,1221.0,58.0,87024.0,15024.0
Pakistan,7025,106.0,135.0,7.0,1765.0,5125,46.0,32.0,0.6,84704.0,383.0
Norway,6937,32.0,158.0,6.0,32.0,6747,63.0,1280.0,29.0,136236.0,25130.0
Australia,6526,58.0,65.0,2.0,3821.0,2640,60.0,256.0,3.0,391530.0,15354.0
Czechia,6437,4.0,170.0,1.0,979.0,5288,82.0,601.0,16.0,154307.0,14409.0
Mexico,6297,450.0,486.0,37.0,2125.0,3686,207.0,49.0,4.0,40091.0,311.0
Indonesia,5923,407.0,520.0,24.0,607.0,4796,,22.0,2.0,37134.0,136.0
Philippines,5878,218.0,387.0,25.0,487.0,5004,1.0,54.0,4.0,48171.0,440.0
UAE,5825,,35.0,,1095.0,4695,1.0,589.0,4.0,767000.0,77550.0
Serbia,5690,372.0,110.0,7.0,534.0,5046,120.0,651.0,13.0,32566.0,3727.0
Malaysia,5251,69.0,86.0,2.0,2967.0,2198,51.0,162.0,3.0,96695.0,2988.0
Singapore,5050,623.0,10.0,,683.0,4357,29.0,863.0,2.0,94796.0,16203.0
Belarus,4779,575.0,42.0,2.0,342.0,4395,65.0,506.0,4.0,86813.0,9187.0
Qatar,4663,560.0,7.0,,464.0,4192,37.0,1619.0,2.0,58328.0,20245.0
Ukraine,4662,501.0,125.0,9.0,246.0,4291,45.0,107.0,3.0,47096.0,1077.0
Panama,4016,265.0,109.0,6.0,98.0,3809,99.0,931.0,25.0,17850.0,4137.0
Dominican Republic,3755,,196.0,,215.0,3344,121.0,346.0,18.0,12229.0,1127.0
Finland,3489,120.0,82.0,7.0,1700.0,1707,73.0,630.0,15.0,52500.0,9475.0
Luxembourg,3444,,69.0,,552.0,2823,35.0,5502.0,110.0,31660.0,50577.0
Colombia,3233,,144.0,,550.0,2539,98.0,64.0,3.0,52085.0,1024.0
Thailand,2700,28.0,47.0,1.0,1689.0,964,61.0,39.0,0.7,100498.0,1440.0
Egypt,2673,,196.0,,596.0,1881,,26.0,2.0,25000.0,244.0
Argentina,2669,,122.0,,666.0,1881,126.0,59.0,3.0,28650.0,634.0
South Africa,2605,,48.0,,903.0,1654,7.0,44.0,0.8,95060.0,1603.0
Morocco,2528,245.0,133.0,3.0,273.0,2122,1.0,68.0,4.0,12523.0,339.0
Algeria,2268,,348.0,,783.0,1137,60.0,52.0,8.0,3359.0,77.0
Greece,2207,,105.0,,269.0,1833,69.0,212.0,10.0,50771.0,4871.0
Moldova,2154,,55.0,1.0,276.0,1823,80.0,534.0,14.0,9848.0,2441.0
Bangladesh,1838,266.0,75.0,15.0,58.0,1705,1.0,11.0,0.5,19193.0,117.0
Croatia,1814,23.0,36.0,1.0,600.0,1178,30.0,442.0,9.0,20953.0,5104.0
Hungary,1763,111.0,156.0,14.0,207.0,1400,63.0,182.0,16.0,41590.0,4305.0
Iceland,1754,15.0,9.0,1.0,1224.0,521,6.0,5140.0,26.0,39536.0,115859.0
Bahrain,1740,40.0,7.0,,725.0,1008,3.0,1023.0,4.0,79564.0,46759.0
Kuwait,1658,134.0,5.0,2.0,258.0,1395,32.0,388.0,1.0,,
Kazakhstan,1498,96.0,17.0,,347.0,1134,22.0,80.0,0.9,85735.0,4566.0
