"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop
Bulgaria,94,2.0,3.0,1.0,,91,,14.0
Latvia,86,15.0,,,1.0,85,,46.0
Algeria,82,7.0,8.0,1.0,32.0,42,,2.0
Uruguay,79,,,,,79,,23.0
Vietnam,76,,,,16.0,60,,0.8
Hungary,73,15.0,1.0,,2.0,70,4.0,8.0
Brunei,73,5.0,,,,73,2.0,167.0
Faeroe Islands,72,14.0,,,1.0,71,,1474.0
Costa Rica,69,,1.0,,,68,2.0,14.0
Albania,64,5.0,2.0,,,62,2.0,22.0
Morocco,58,4.0,2.0,,1.0,55,1.0,2.0
Cyprus,58,,,,,58,1.0,48.0
Jordan,56,,,,1.0,55,,5.0
Sri Lanka,56,5.0,,,3.0,53,,3.0
Andorra,53,,,,1.0,52,,686.0
Malta,53,5.0,,,2.0,51,,120.0
Belarus,51,,,,5.0,46,,5.0
Palestine,47,3.0,,,,47,,9.0
Bosnia and Herzegovina,45,6.0,,,2.0,43,,14.0
Kazakhstan,44,8.0,,,,44,,2.0
North Macedonia,43,,,,1.0,42,1.0,21.0
Georgia,40,2.0,,,1.0,39,1.0,10.0
Oman,39,,,,13.0,26,,8.0
Tunisia,39,10.0,,,1.0,38,2.0,3.0
Cambodia,37,,,,1.0,36,,2.0
Moldova,36,,1.0,,1.0,34,2.0,9.0
Lithuania,36,2.0,,,1.0,35,1.0,13.0
Senegal,36,,,,2.0,34,,2.0
Venezuela,36,,,,,36,,1.0
Dominican Republic,34,,2.0,,,32,,3.0
Azerbaijan,34,,1.0,,7.0,26,,3.0
Burkina Faso,33,6.0,1.0,,,32,,2.0
Guadeloupe,33,,,,,33,,82.0
New Zealand,28,8.0,,,,28,,6.0
Liechtenstein,28,,,,,28,,734.0
Martinique,23,,1.0,,,22,,61.0
Uzbekistan,23,5.0,,,,23,,0.7
Afghanistan,22,,,,1.0,21,,0.6
Bangladesh,18,4.0,1.0,,3.0,14,,0.1
Macao,17,,,,10.0,7,,26.0
Ukraine,16,,2.0,,,14,,0.4
Jamaica,15,,1.0,,2.0,12,,5.0
French Guiana,15,,,,,15,,50.0
DRC,14,7.0,,,,14,,0.2
Réunion,14,,,,,14,,16.0
Cameroon,13,,,,,13,,0.5
Maldives,13,,,,,13,,24.0
Bolivia,12,,,,,12,,1.0
Guam,12,4.0,,,,12,,71.0
Honduras,12,3.0,,,,12,,1.0
Cuba,11,1.0,1.0,,,10,,1.0
Paraguay,11,,,,,11,1.0,2.0
Rwanda,11,,,,,11,,0.8
Monaco,9,,,,,9,,229.0
Ivory Coast,9,,,,1.0,8,,0.3
Ghana,9,2.0,,,,9,,0.3
Trinidad and Tobago,9,2.0,,,,9,,6.0
Guatemala,8,,1.0,,,7,,0.4
Nigeria,8,,,,1.0,7,,0.04
Gibraltar,8,,,,2.0,6,,237.0
Montenegro,8,,,,,8,,13.0
Channel Islands,7,,,,,7,,40.0
Kenya,7,,,,,7,,0.1
Ethiopia,6,,,,,6,,0.05
French Polynesia,6,1.0,,,,6,,21.0
Mongolia,6,,,,,6,,2.0
Puerto Rico,6,,,,,6,,2.0
Seychelles,6,,,,,6,,61.0
Tanzania,6,3.0,,,,6,,0.1
Guyana,4,,1.0,,,3,,5.0
Aruba,4,,,,,4,,37.0
Equatorial Guinea,4,,,,,4,,3.0
Curaçao,3,,1.0,1.0,,2,,18.0
Bahamas,3,2.0,,,,3,,8.0
Gabon,3,,,,,3,,1.0
Kyrgyzstan,3,,,,,3,,0.5
Mauritius,3,,,,,3,,2.0
Mayotte,3,,,,,3,,11.0
St. Barth,3,,,,,3,,304.0
Saint Martin,3,,,,,3,,78.0
U.S. Virgin Islands,3,1.0,,,,3,,29.0
Sudan,2,,1.0,,,1,,0.05
Barbados,2,,,,,2,,7.0
Benin,2,,,,,2,,0.2
Bermuda,2,,,,,2,,32.0
Greenland,2,,,,,2,,35.0
Liberia,2,,,,,2,,0.4
Mauritania,2,,,,,2,,0.4
Namibia,2,,,,,2,,0.8
New Caledonia,2,,,,,2,,7.0
Saint Lucia,2,,,,,2,,11.0
Zambia,2,,,,,2,,0.1
Cayman Islands,1,,1.0,,,0,,15.0
Nepal,1,,,,1.0,0,,0.03
Antigua and Barbuda,1,,,,,1,,10.0
Bhutan,1,,,,,1,,1.0
CAR,1,,,,,1,,0.2
Congo,1,,,,,1,,0.2
Djibouti,1,,,,,1,,1.0
El Salvador,1,1.0,,,,1,,0.2
Fiji,1,1.0,,,,1,,1.0
Gambia,1,,,,,1,,0.4
Guinea,1,,,,,1,,0.08
Vatican City,1,,,,,1,,1248.0
Montserrat,1,,,,,1,,200.0
Nicaragua,1,1.0,,,,1,,0.2
St. Vincent Grenadines,1,,,,,1,,9.0
Sint Maarten,1,,,,,1,,23.0
Somalia,1,,,,,1,,0.06
Suriname,1,,,,,1,,2.0
Eswatini,1,,,,,1,,0.9
Togo,1,,,,,1,,0.1
Total:,225628,6840.0,9277.0,334.0,85831.0,130520,6893.0,28.9
