"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
World,1589256,71296.0,94949.0,6494.0,353139.0,1141168,48953.0,204.0,12.2,,
USA,459981,25054.0,16372.0,1584.0,24961.0,418648,9823.0,1390.0,49.0,2336118.0,7058.0
Spain,152446,4226.0,15238.0,446.0,52165.0,85043,7371.0,3261.0,326.0,355000.0,7593.0
Italy,143626,4204.0,18279.0,610.0,28470.0,96877,3605.0,2375.0,302.0,853369.0,14114.0
France,117749,4799.0,12210.0,1341.0,23206.0,82333,7066.0,1804.0,187.0,333807.0,5114.0
Germany,115523,2227.0,2451.0,102.0,50557.0,62515,4895.0,1379.0,29.0,1317887.0,15730.0
Iran,66220,1634.0,4110.0,117.0,32309.0,29801,3918.0,788.0,49.0,231393.0,2755.0
UK,65077,4344.0,7978.0,881.0,135.0,56964,1559.0,959.0,118.0,298169.0,4392.0
Turkey,42282,4056.0,908.0,96.0,2142.0,39232,1552.0,501.0,11.0,276338.0,3277.0
Belgium,24983,1580.0,2523.0,283.0,5164.0,17296,1285.0,2156.0,218.0,84248.0,7269.0
Switzerland,24046,766.0,948.0,53.0,10600.0,12498,386.0,2778.0,110.0,178500.0,20625.0
Netherlands,21762,1213.0,2396.0,148.0,250.0,19116,1424.0,1270.0,140.0,101534.0,5926.0
Canada,20703,1265.0,504.0,77.0,5218.0,14981,518.0,549.0,13.0,370315.0,9812.0
Brazil,17857,1669.0,941.0,121.0,173.0,16743,296.0,84.0,4.0,63000.0,296.0
Portugal,13956,815.0,409.0,29.0,205.0,13342,241.0,1369.0,40.0,140368.0,13766.0
Austria,13244,302.0,295.0,22.0,5240.0,7709,266.0,1471.0,33.0,126287.0,14022.0
S. Korea,10423,39.0,204.0,4.0,6973.0,3246,55.0,203.0,4.0,477304.0,9310.0
Russia,10131,1459.0,76.0,13.0,698.0,9357,8.0,69.0,0.5,1004719.0,6885.0
Israel,9968,564.0,86.0,13.0,1011.0,8871,166.0,1152.0,10.0,117339.0,13557.0
Sweden,9141,722.0,793.0,106.0,205.0,8143,719.0,905.0,79.0,54700.0,5416.0
India,6725,809.0,226.0,48.0,620.0,5879,,5.0,0.2,177584.0,129.0
Ireland,6574,500.0,263.0,28.0,25.0,6286,165.0,1331.0,53.0,53000.0,10734.0
Norway,6162,120.0,108.0,7.0,32.0,6022,78.0,1137.0,20.0,121034.0,22326.0
Australia,6104,52.0,51.0,1.0,2987.0,3066,81.0,239.0,2.0,330134.0,12946.0
Chile,5972,426.0,57.0,9.0,1274.0,4641,360.0,312.0,3.0,68353.0,3576.0
Denmark,5635,233.0,237.0,19.0,1736.0,3662,120.0,973.0,41.0,64002.0,11050.0
Poland,5575,370.0,174.0,15.0,284.0,5117,160.0,147.0,5.0,107597.0,2843.0
Czechia,5467,155.0,112.0,13.0,301.0,5054,96.0,511.0,10.0,106845.0,9977.0
Peru,5256,914.0,138.0,17.0,1438.0,3680,124.0,159.0,4.0,48465.0,1470.0
Romania,5202,441.0,248.0,28.0,647.0,4307,178.0,270.0,13.0,51802.0,2693.0
Ecuador,4965,515.0,272.0,30.0,339.0,4354,139.0,281.0,15.0,19102.0,1083.0
Japan,4667,,94.0,,632.0,3941,99.0,37.0,0.7,61498.0,486.0
Pakistan,4489,226.0,65.0,4.0,572.0,3852,31.0,20.0,0.3,44896.0,203.0
Malaysia,4228,109.0,67.0,2.0,1608.0,2553,72.0,131.0,2.0,63367.0,1958.0
Philippines,4076,206.0,203.0,21.0,124.0,3749,1.0,37.0,2.0,24500.0,224.0
Indonesia,3293,337.0,280.0,40.0,252.0,2761,,12.0,1.0,14354.0,52.0
Saudi Arabia,3287,355.0,44.0,3.0,666.0,2577,41.0,94.0,1.0,,
Mexico,3181,396.0,174.0,33.0,633.0,2374,89.0,25.0,1.0,25410.0,197.0
Luxembourg,3115,81.0,52.0,6.0,374.0,2689,30.0,4976.0,83.0,27521.0,43965.0
Serbia,2867,201.0,66.0,1.0,118.0,2683,127.0,328.0,8.0,12347.0,1413.0
UAE,2659,,12.0,,239.0,2408,1.0,269.0,1.0,593095.0,59967.0
Finland,2605,118.0,42.0,2.0,300.0,2263,82.0,470.0,8.0,39000.0,7039.0
Panama,2528,,63.0,,16.0,2449,101.0,586.0,15.0,11776.0,2729.0
Thailand,2423,54.0,32.0,2.0,940.0,1451,61.0,35.0,0.5,71860.0,1030.0
Qatar,2376,166.0,6.0,,206.0,2164,37.0,825.0,2.0,43144.0,14975.0
Dominican Republic,2349,238.0,118.0,10.0,80.0,2151,147.0,217.0,11.0,7151.0,659.0
Colombia,2054,,55.0,,123.0,1876,85.0,40.0,1.0,33575.0,660.0
Greece,1955,71.0,87.0,4.0,269.0,1599,79.0,188.0,8.0,33634.0,3227.0
South Africa,1934,89.0,18.0,,95.0,1821,7.0,33.0,0.3,68874.0,1161.0
Singapore,1910,287.0,6.0,,460.0,1444,29.0,326.0,1.0,65000.0,11110.0
Ukraine,1892,224.0,57.0,5.0,45.0,1790,33.0,43.0,1.0,20608.0,471.0
Argentina,1795,,71.0,6.0,365.0,1359,96.0,40.0,2.0,14850.0,329.0
Egypt,1699,139.0,118.0,15.0,348.0,1233,,17.0,1.0,25000.0,244.0
Algeria,1666,94.0,235.0,30.0,347.0,1084,46.0,38.0,5.0,3359.0,77.0
Iceland,1648,32.0,6.0,,688.0,954,11.0,4829.0,18.0,32663.0,95718.0
Belarus,1486,420.0,16.0,3.0,139.0,1331,55.0,157.0,2.0,49000.0,5186.0
Croatia,1407,64.0,20.0,1.0,219.0,1168,34.0,343.0,5.0,13680.0,3332.0
Morocco,1374,99.0,97.0,4.0,109.0,1168,1.0,37.0,3.0,6116.0,166.0
Moldova,1289,115.0,29.0,2.0,50.0,1210,80.0,320.0,7.0,5108.0,1266.0
New Zealand,1239,29.0,1.0,,317.0,921,4.0,257.0,0.2,51165.0,10610.0
Iraq,1232,30.0,69.0,,496.0,667,,31.0,2.0,30466.0,757.0
Estonia,1207,22.0,24.0,,83.0,1100,9.0,910.0,18.0,26416.0,19914.0
Slovenia,1124,33.0,43.0,3.0,128.0,953,34.0,541.0,21.0,31813.0,15303.0
Hungary,980,85.0,66.0,8.0,96.0,818,17.0,101.0,7.0,27826.0,2880.0
Hong Kong,974,13.0,4.0,,293.0,677,14.0,130.0,0.5,96709.0,12900.0
Lithuania,955,43.0,16.0,1.0,8.0,931,21.0,351.0,6.0,32809.0,12052.0
Azerbaijan,926,104.0,9.0,1.0,101.0,816,27.0,91.0,0.9,57371.0,5658.0
Armenia,921,40.0,10.0,1.0,138.0,773,30.0,311.0,3.0,5823.0,1965.0
Kuwait,910,55.0,1.0,,111.0,798,22.0,213.0,0.2,,
Bahrain,887,64.0,5.0,,519.0,363,3.0,521.0,3.0,55096.0,32379.0
Bosnia and Herzegovina,858,54.0,35.0,1.0,101.0,722,4.0,262.0,11.0,6911.0,2106.0
Kazakhstan,764,37.0,7.0,,60.0,697,21.0,41.0,0.4,59371.0,3162.0
Cameroon,730,,10.0,,60.0,660,,27.0,0.4,,
Diamond Princess,712,,11.0,,619.0,82,10.0,,,,
Slovakia,701,19.0,2.0,,23.0,676,5.0,128.0,0.4,21371.0,3914.0
North Macedonia,663,46.0,30.0,1.0,37.0,596,15.0,318.0,14.0,6571.0,3154.0
Tunisia,643,15.0,25.0,1.0,25.0,593,78.0,54.0,2.0,9570.0,810.0
Bulgaria,618,25.0,24.0,,48.0,546,32.0,89.0,3.0,15899.0,2288.0
Latvia,589,12.0,3.0,1.0,16.0,570,3.0,312.0,2.0,25458.0,13497.0
Andorra,583,19.0,25.0,2.0,58.0,500,17.0,7545.0,324.0,1673.0,21653.0
Lebanon,582,6.0,19.0,,67.0,496,29.0,85.0,3.0,12524.0,1835.0
Uzbekistan,582,37.0,3.0,,38.0,541,8.0,17.0,0.09,70000.0,2091.0
Cyprus,564,38.0,10.0,1.0,53.0,501,13.0,467.0,8.0,14273.0,11822.0
Costa Rica,539,37.0,3.0,,30.0,506,13.0,106.0,0.6,6298.0,1236.0
Cuba,515,58.0,15.0,3.0,28.0,472,15.0,45.0,1.0,9410.0,831.0
Afghanistan,484,40.0,15.0,1.0,32.0,437,,12.0,0.4,,
Oman,457,38.0,3.0,1.0,109.0,345,3.0,89.0,0.6,,
Uruguay,456,,7.0,,192.0,257,14.0,131.0,2.0,6175.0,1778.0
Ivory Coast,444,60.0,3.0,,52.0,389,,17.0,0.1,,
Burkina Faso,443,29.0,24.0,1.0,146.0,273,,21.0,1.0,,
Albania,409,9.0,23.0,1.0,165.0,221,7.0,142.0,8.0,3223.0,1120.0
Taiwan,380,1.0,5.0,,80.0,295,,16.0,0.2,42315.0,1777.0
Jordan,372,14.0,7.0,1.0,161.0,204,5.0,36.0,0.7,17000.0,1666.0
Réunion,362,,,,40.0,322,4.0,404.0,,,
Channel Islands,361,10.0,8.0,,40.0,313,,2076.0,46.0,1157.0,6655.0
Honduras,343,31.0,23.0,1.0,6.0,314,10.0,35.0,2.0,,
Niger,342,,11.0,,28.0,303,,14.0,0.5,4199.0,173.0
Malta,337,38.0,2.0,1.0,16.0,319,4.0,763.0,5.0,13732.0,31100.0
San Marino,333,25.0,34.0,,49.0,250,14.0,9814.0,1002.0,846.0,24933.0
Bangladesh,330,112.0,21.0,1.0,33.0,276,1.0,2.0,0.1,6175.0,37.0
Mauritius,314,41.0,7.0,,23.0,284,3.0,247.0,6.0,6730.0,5292.0
Ghana,313,,6.0,,34.0,273,2.0,10.0,0.2,,
Kyrgyzstan,280,10.0,4.0,,35.0,241,5.0,43.0,0.6,9618.0,1474.0
Nigeria,276,,6.0,,44.0,226,2.0,1.0,0.03,5000.0,24.0
Bolivia,264,54.0,18.0,3.0,2.0,244,3.0,23.0,2.0,591.0,51.0
Palestine,263,,1.0,,44.0,218,,52.0,0.2,16068.0,3150.0
Vietnam,255,4.0,,,128.0,127,8.0,3.0,,114241.0,1174.0
Montenegro,252,4.0,2.0,,4.0,246,7.0,401.0,3.0,2329.0,3708.0
Senegal,250,6.0,2.0,,123.0,125,1.0,15.0,0.1,,
Georgia,218,7.0,3.0,,51.0,164,6.0,55.0,0.8,3271.0,820.0
Guinea,194,30.0,,,11.0,183,,15.0,,,
Sri Lanka,190,1.0,7.0,,49.0,134,5.0,9.0,0.3,3248.0,152.0
Isle of Man,190,32.0,1.0,,92.0,97,12.0,2234.0,12.0,1879.0,22097.0
Kenya,184,5.0,7.0,1.0,12.0,165,2.0,3.0,0.1,5278.0,98.0
Mayotte,184,,2.0,,22.0,160,3.0,674.0,7.0,1100.0,4032.0
Faeroe Islands,184,,,,136.0,48,,3766.0,,5299.0,108446.0
DRC,180,,18.0,,9.0,153,,2.0,0.2,,
Venezuela,171,4.0,9.0,,84.0,78,6.0,6.0,0.3,139282.0,4898.0
Martinique,154,,6.0,,50.0,98,19.0,410.0,16.0,,
Guadeloupe,141,,8.0,,43.0,90,13.0,352.0,20.0,,
Brunei,135,,1.0,,92.0,42,3.0,309.0,2.0,8985.0,20538.0
Djibouti,135,,,,25.0,110,,137.0,,3106.0,3144.0
Paraguay,124,5.0,5.0,,18.0,101,1.0,17.0,0.7,2039.0,286.0
Gibraltar,123,3.0,,,60.0,63,1.0,3651.0,,1511.0,44849.0
Cambodia,119,2.0,,,62.0,57,1.0,7.0,,5768.0,345.0
Rwanda,110,,,,7.0,103,,8.0,,806.0,62.0
Trinidad and Tobago,109,2.0,8.0,,1.0,100,,78.0,6.0,987.0,705.0
El Salvador,103,10.0,5.0,,10.0,88,3.0,16.0,0.8,,
Guatemala,95,8.0,3.0,,17.0,75,3.0,5.0,0.2,1134.0,63.0
Madagascar,93,,,,11.0,82,1.0,3.0,,,
Monaco,84,3.0,1.0,,5.0,78,4.0,2141.0,25.0,,
French Guiana,83,,,,43.0,40,1.0,278.0,,,
Aruba,82,5.0,,,20.0,62,,768.0,,1008.0,9441.0
Liechtenstein,78,,1.0,,55.0,22,,2046.0,26.0,900.0,23605.0
Mali,74,15.0,7.0,,22.0,45,,4.0,0.3,,
Togo,73,3.0,3.0,,24.0,46,,9.0,0.4,1747.0,211.0
Jamaica,63,,4.0,,12.0,47,,21.0,1.0,907.0,306.0
Barbados,63,,3.0,,8.0,52,4.0,219.0,10.0,655.0,2279.0
Congo,60,15.0,5.0,,5.0,50,,11.0,0.9,,
Ethiopia,56,1.0,2.0,,4.0,50,2.0,0.5,0.02,2790.0,24.0
Uganda,53,,,,,53,,1.0,,3310.0,72.0
French Polynesia,51,,,,,51,,182.0,,744.0,2649.0
Cayman Islands,45,,1.0,,6.0,38,,685.0,15.0,479.0,7288.0
Macao,45,,,,10.0,35,1.0,69.0,,,
Gabon,44,10.0,1.0,,1.0,42,,20.0,0.4,,
Sint Maarten,43,3.0,6.0,,1.0,36,2.0,1003.0,140.0,112.0,2612.0
Bahamas,40,,7.0,,5.0,28,1.0,102.0,18.0,,
Bermuda,39,,3.0,,23.0,13,,626.0,48.0,315.0,5058.0
Zambia,39,,1.0,,24.0,14,1.0,2.0,0.05,1239.0,67.0
Guyana,37,,6.0,,8.0,23,4.0,47.0,8.0,145.0,184.0
Guinea-Bissau,36,3.0,,,,36,,18.0,,1500.0,762.0
Eritrea,33,,,,,33,,9.0,,,
Saint Martin,32,,2.0,,7.0,23,6.0,828.0,52.0,,
Liberia,31,,4.0,,3.0,24,,6.0,0.8,,
Haiti,30,3.0,2.0,1.0,,28,,3.0,0.2,257.0,23.0
Benin,26,,1.0,,5.0,20,,2.0,0.08,,
Tanzania,25,,1.0,,5.0,19,,0.4,0.02,,
Libya,24,3.0,1.0,,8.0,15,,3.0,0.1,374.0,54.0
Myanmar,23,1.0,3.0,,2.0,18,,0.4,0.06,1246.0,23.0
Angola,19,,2.0,,2.0,15,,0.6,0.06,,
Antigua and Barbuda,19,,2.0,,,17,1.0,194.0,20.0,40.0,408.0
Syria,19,,2.0,,4.0,13,,1.0,0.1,,
Maldives,19,,,,13.0,6,,35.0,,,
Equatorial Guinea,18,,,,3.0,15,,13.0,,854.0,609.0
New Caledonia,18,,,,1.0,17,,63.0,,2320.0,8126.0
Mozambique,17,,,,1.0,16,,0.5,,483.0,15.0
Laos,16,1.0,,,,16,,2.0,,903.0,124.0
Mongolia,16,,,,4.0,12,,5.0,,,
Namibia,16,,,,3.0,13,,6.0,,362.0,142.0
Sudan,15,1.0,2.0,,2.0,11,,0.3,0.05,,
Dominica,15,,,,1.0,14,,208.0,,293.0,4070.0
Fiji,15,,,,,15,,17.0,,,
Curaçao,14,,1.0,,7.0,6,,85.0,6.0,,
Saint Lucia,14,,,,1.0,13,,76.0,,,
Botswana,13,7.0,1.0,,,12,,6.0,0.4,1154.0,491.0
Somalia,12,,1.0,,1.0,10,,0.8,0.06,,
Grenada,12,,,,,12,2.0,107.0,,45.0,400.0
St. Vincent Grenadines,12,4.0,,,1.0,11,,108.0,,56.0,505.0
Eswatini,12,,,,7.0,5,,10.0,,,
Zimbabwe,11,,3.0,,,8,,0.7,0.2,371.0,25.0
Chad,11,1.0,,,2.0,9,,0.7,,,
Greenland,11,,,,11.0,0,,194.0,,770.0,13564.0
Saint Kitts and Nevis,11,,,,,11,,207.0,,183.0,3440.0
Seychelles,11,,,,,11,,112.0,,,
Suriname,10,,1.0,,4.0,5,,17.0,2.0,,
MS Zaandam,9,,2.0,,,7,,,,,
Belize,9,1.0,1.0,,,8,1.0,23.0,3.0,364.0,915.0
Nepal,9,,,,1.0,8,,0.3,,2366.0,81.0
Montserrat,9,,,,,9,1.0,1803.0,,36.0,7212.0
Malawi,8,,1.0,,,7,1.0,0.4,0.05,,
Turks and Caicos,8,,1.0,,,7,,207.0,26.0,61.0,1576.0
CAR,8,,,,,8,,2.0,,,
Vatican City,8,,,,2.0,6,,9988.0,,,
Cabo Verde,7,,1.0,,1.0,5,,13.0,2.0,,
Mauritania,7,1.0,1.0,,2.0,4,,2.0,0.2,67.0,14.0
Nicaragua,7,1.0,1.0,,,6,,1.0,0.2,,
Sierra Leone,7,,,,,7,,0.9,,,
St. Barth,6,,,,1.0,5,,607.0,,,
Bhutan,5,,,,2.0,3,,6.0,,1166.0,1511.0
Falkland Islands,5,,,,1.0,4,,1437.0,,137.0,39368.0
Gambia,4,,1.0,,2.0,1,,2.0,0.4,,
Sao Tome and Principe,4,,,,,4,,18.0,,19.0,87.0
Western Sahara,4,,,,,4,,7.0,,,
Anguilla,3,,,,,3,,200.0,,,
British Virgin Islands,3,,,,,3,,99.0,,,
Burundi,3,,,,,3,,0.3,,,
South Sudan,3,1.0,,,,3,,0.3,,,
Caribbean Netherlands,2,,,,,2,,76.0,,10.0,381.0
Papua New Guinea,2,,,,,2,,0.2,,72.0,8.0
Saint Pierre Miquelon,1,,,,,1,,173.0,,,
Timor-Leste,1,,,,,1,,0.8,,,
China,81865,63.0,3335.0,2.0,77370.0,1160,176.0,57.0,2.0,,
Total:,1589256,71296.0,94949.0,6494.0,353139.0,1141168,48953.0,203.9,12.2,,
