"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
World,2489956,9453.0,170552.0,155.0,653190.0,1666214,57336.0,319.0,21.9,,
USA,792938,179.0,42518.0,4.0,72389.0,678031,13951.0,2396.0,128.0,4027367.0,12167.0
Spain,200210,,20852.0,,80587.0,98771,7371.0,4282.0,446.0,930230.0,19896.0
Italy,181228,,24114.0,,48877.0,108237,2573.0,2997.0,399.0,1398024.0,23122.0
France,155383,,20265.0,,37409.0,97709,5683.0,2380.0,310.0,463662.0,7103.0
Germany,147065,,4862.0,,95200.0,47003,2889.0,1755.0,58.0,1728357.0,20629.0
UK,124743,,16509.0,,,107890,1559.0,1838.0,243.0,501379.0,7386.0
Turkey,90980,,2140.0,,13430.0,75410,1909.0,1079.0,25.0,673980.0,7991.0
Iran,83505,,5209.0,,59273.0,19023,3389.0,994.0,62.0,353012.0,4203.0
Russia,52763,5642.0,456.0,51.0,3873.0,48434,700.0,362.0,3.0,2140000.0,14664.0
Brazil,40814,71.0,2588.0,1.0,22991.0,15235,8318.0,192.0,12.0,291922.0,1373.0
Belgium,39983,,5828.0,,8895.0,25260,1071.0,3450.0,503.0,161896.0,13969.0
Canada,36831,2.0,1690.0,,12586.0,22555,557.0,976.0,45.0,559578.0,14826.0
Netherlands,33405,,3751.0,,,29404,1158.0,1950.0,219.0,171415.0,10004.0
Switzerland,27944,,1429.0,,18600.0,7915,386.0,3229.0,165.0,224442.0,25933.0
Portugal,20863,,735.0,,610.0,19518,215.0,2046.0,72.0,235878.0,23133.0
India,18658,119.0,592.0,,3273.0,14793,,14.0,0.4,401586.0,291.0
Peru,16325,,445.0,,6968.0,8912,385.0,495.0,13.0,148011.0,4489.0
Ireland,15652,,687.0,,77.0,14888,294.0,3170.0,139.0,90646.0,18358.0
Austria,14795,,470.0,,10631.0,3694,194.0,1643.0,52.0,182949.0,20313.0
Sweden,14777,,1580.0,,550.0,12647,521.0,1463.0,156.0,74600.0,7387.0
Israel,13883,170.0,181.0,4.0,4353.0,9349,142.0,1604.0,21.0,240303.0,27763.0
Japan,11135,,263.0,,1239.0,9633,217.0,88.0,2.0,116725.0,923.0
S. Korea,10683,9.0,237.0,1.0,8213.0,2233,55.0,208.0,5.0,571014.0,11138.0
Chile,10507,,139.0,,4676.0,5692,377.0,550.0,7.0,118827.0,6216.0
Saudi Arabia,10484,,103.0,,1490.0,8891,88.0,301.0,3.0,180000.0,5170.0
Ecuador,10128,,507.0,,1150.0,8471,124.0,574.0,29.0,32453.0,1839.0
Poland,9593,,380.0,,1297.0,7916,160.0,253.0,10.0,214236.0,5661.0
Pakistan,9216,324.0,192.0,16.0,2066.0,6958,46.0,42.0,0.9,111806.0,506.0
Singapore,9125,1111.0,11.0,,801.0,8313,23.0,1560.0,2.0,94796.0,16203.0
Romania,8936,,482.0,4.0,2017.0,6437,261.0,465.0,25.0,98491.0,5120.0
Mexico,8772,511.0,712.0,26.0,2627.0,5433,378.0,68.0,6.0,49570.0,384.0
Denmark,7515,,364.0,,4312.0,2839,84.0,1297.0,63.0,96244.0,16616.0
UAE,7265,,43.0,,1360.0,5862,1.0,735.0,4.0,790000.0,79875.0
Norway,7156,,181.0,,32.0,6943,58.0,1320.0,33.0,143255.0,26425.0
Czechia,6914,14.0,196.0,2.0,1597.0,5121,75.0,646.0,18.0,178617.0,16679.0
Indonesia,6760,,590.0,,747.0,5423,,25.0,2.0,49767.0,182.0
Australia,6642,17.0,71.0,,4685.0,1886,49.0,260.0,3.0,438540.0,17198.0
Serbia,6630,,125.0,,870.0,5635,108.0,759.0,14.0,41812.0,4785.0
Philippines,6459,,428.0,,613.0,5418,1.0,59.0,4.0,59928.0,547.0
Belarus,6264,,51.0,,514.0,5699,92.0,663.0,5.0,102556.0,10853.0
Ukraine,6125,415.0,161.0,10.0,367.0,5597,45.0,140.0,4.0,61997.0,1418.0
